,rating,review,app,source,sentiment,normalized_review,theme
662,5,i have had great success in reporting safety issues and having the issues promptly addressed. this is a very valuable service provided to citizens.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9863266944885254}, {'label': 'neutral', 'score': 0.004890719428658485}]",great success safety issue issue promptly address valuable service provide citizen,-1_county_work great_close_communicate
663,5,"clickfix allows me to ride my bike, photo graffiti, overgrown vegetation blocking the sidewalk, broken concrete, random hazards - whatever needs attention - public or private - and pass it on to the city of hemet to add to their list of things to do.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6129032373428345}, {'label': 'anger', 'score': 0.23233908414840698}]",clickfix allow ride bike photo graffiti overgrown vegetation block sidewalk break concrete random hazard need attention public private pass hemet add list thing,3_graffiti_list_light_car
664,5,"howard county is terrible when it comes to responding to reports. i reported a dangerous condition in march 2018, followed up six additional times only to have it pushed around in dpw. when they do not repair dangerous conditions, what good is it to report issues. jack speicher",SeeClickFix,Apple,"[{'label': 'fear', 'score': 0.9533429145812988}, {'label': 'anger', 'score': 0.023503398522734642}]",howard county terrible come respond dangerous condition march follow additional time push dpw repair dangerous condition good issue jack speicher,-1_county_work great_close_communicate
665,5,i would like to see you add an other description add to the list. i needed to put in an issue about snow removal but there wasn’t a specific one on the list.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.6428235173225403}, {'label': 'neutral', 'score': 0.24507059156894684}]",like add description add list need issue snow removal specific list,3_graffiti_list_light_car
667,5,a quick way to report issues. low bar for the amount of hassle with high results from the city. love it,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6882333755493164}, {'label': 'joy', 'score': 0.11180812120437622}]",quick way issue low bar hassle high result love,18_thing care_thing_beat_care great
668,5,it's amazing the city of oakland has this. it shows they're trying to make oakland better. as citizens we do our best to help keep our neighborhood clean and this app is an amazing tool. hopefully someday we won't need it anymore.,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.8543100357055664}, {'label': 'joy', 'score': 0.09286589920520782}]",amazing oakland try oakland citizen good help neighborhood clean amazing tool hopefully someday need anymore,16_oakland_code enforcement_complaint_enforcement
669,4,i would like the ability to click off two issues at the same time.i would like it easier to offer suggestions or to add on our own issues,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7678874731063843}, {'label': 'neutral', 'score': 0.09930793195962906}]",like ability click issue like easy offer suggestion add issue,-1_county_work great_close_communicate
670,5,i’ve reported a loose curb stone 3 times to no avail. i know there is a lot to do however this is a dangerous spot and tonight i fell into it and can barely walk. not sure what else i can do.,SeeClickFix,Apple,"[{'label': 'fear', 'score': 0.7896660566329956}, {'label': 'anger', 'score': 0.11762499809265137}]",loose curb stone time avail know lot dangerous spot tonight fall barely walk sure,2_pothole_hole_pot hole_pot
672,5,"i reported some pot holes in front of our yard late last night. they were promptly repaired, filled in areas less than 14 hours after i reported! amazing work guys! thank you so much!!!",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.7535328269004822}, {'label': 'joy', 'score': 0.17927031219005585}]",pot hole yard late night promptly repair fill area hour amazing work guy thank,2_pothole_hole_pot hole_pot
673,5,problem was fixed within 24 hours. thank you.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7398924231529236}, {'label': 'surprise', 'score': 0.11416549235582352}]",problem fix hour thank,1_far_issue fix_thing fix_bug
676,4,"i’ve been impressed with this app for couple years. however, recent update isn’t allowing attachment of pictures to posted comment.",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.9574161171913147}, {'label': 'neutral', 'score': 0.03150356560945511}]",impress couple year recent update allow attachment picture post comment,19_photo_picture_error_upload
677,5,things are getting done very quickly now! easy to use app with some glitches re location - i usually have to enter manually,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.6245726943016052}, {'label': 'surprise', 'score': 0.26958024501800537}]",thing getting quickly easy use glitch location usually enter manually,14_gps_location_map_instead
682,5,together. this app gives me a we feeling in my city. like i can make it better. and my city? they are all over it ❤️,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8029770255088806}, {'label': 'surprise', 'score': 0.09809494018554688}]",feel like,5_love_date_trash_perfect
683,5,"thank you, as always, for public works quick response",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.5547488927841187}, {'label': 'neutral', 'score': 0.25730305910110474}]",thank public work quick response,0_quick response_quick_response_response time
684,5,seeclickfix turned out to be a successful program. almondridge has seen dramatic positive change around the neighborhood. thank you,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.467953622341156}, {'label': 'joy', 'score': 0.46005570888519287}]",seeclickfix turn successful program almondridge dramatic positive change neighborhood thank,-1_county_work great_close_communicate
686,5,we submit many tickets to the city road department and they are frequently not completed.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.4648611843585968}, {'label': 'neutral', 'score': 0.4185306131839752}]",submit ticket road department frequently complete,2_pothole_hole_pot hole_pot
687,5,appreciate the trimming on columbus at pinal st. very helpful when trying to drive onto columbus. safer than going halfway into the road to check for on coming traffic!!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7092803120613098}, {'label': 'surprise', 'score': 0.14532296359539032}]",appreciate trimming columbus pinal st helpful try drive columbus safe halfway road check come traffic,2_pothole_hole_pot hole_pot
